"id","ym","duration_cat","sales_amt_cat","sales_cnt_cat","unique_cust_cat","aov_cat","ind_sales_amt_rat","ind_sales_cnt_rat","ind_rank_rat","ind_cancel_rat","has_dlv_cat","m_rat","f_rat","age_20_under_rat","age_30_rat","age_40_rat","age_50_rat","age_60_over_rat","m_20_under_rat","m_30_rat","m_40_rat","m_50_rat","m_60_over_rat","f_20_under_rat","f_30_rat","f_40_rat","f_50_rat","f_60_over_rat","re_cust_rat","new_cust_rat","resid_cust_rat","office_cust_rat","move_cust_rat","is_brand","big_ind","dong"
"4FF64DE415","2023-04-01",2,1,2,2,2,530.5,282.1,2.5,21.9,0,53.4,46.6,8.6,22.1,28.7,19.4,21.2,4.5924,11.8014,15.3258,10.3596,11.3208,4.0076,10.2986,13.3742,9.0404,9.8792,24.08,8.12,65.6,3.1,31.3,1,"한식음식점","금호2.3가동"
"4FF64DE415","2023-01-01",2,1,3,3,2,420.6,238,2.6,19.8,0,54,46,9.1,22,26.6,20,22.3,4.914,11.88,14.364,10.8,12.042,4.186,10.12,12.236,9.2,10.258,23.69,7.14,54.5,6.3,39.3,1,"한식음식점","금호2.3가동"
"56D6494E4A","2023-03-01",4,5,5,5,3,9.7,8,75.6,21,0,37.1,62.9,36.2,4.3,19.1,29.8,10.6,13.4302,1.5953,7.0861,11.0558,3.9326,22.7698,2.7047,12.0139,18.7442,6.6674,17.5,2.5,0,0,100,1,"패스트푸드점","송정동"
"56D6494E4A","2023-07-01",4,5,5,5,3,20.7,20,76.8,22.5,0,31.3,68.7,32.5,10,12.5,37.5,7.5,10.1725,3.13,3.9125,11.7375,2.3475,22.3275,6.87,8.5875,25.7625,5.1525,20.59,14.71,66.7,0,33.3,1,"패스트푸드점","송정동"
"56D6494E4A","2024-05-01",4,5,5,5,3,7.2,8.6,77.2,21,0,51.8,48.2,16.3,30.2,16.3,27.9,9.3,8.4434,15.6436,8.4434,14.4522,4.8174,7.8566,14.5564,7.8566,13.4478,4.4826,20,2.86,66.7,33.3,0,1,"패스트푸드점","송정동"
"56D6494E4A","2024-06-01",4,5,5,5,3,7.5,6.1,77.3,20.4,0,49.5495,50.5505,16.7,28.6,14.3,28.6,11.9,8.2665,14.157,7.0785,14.157,5.8905,8.4335,14.443,7.2215,14.443,6.0095,20.59,2.94,50,0,50,1,"패스트푸드점","송정동"
"56D6494E4A","2023-10-01",4,5,5,5,4,5.7,7.2,77.4,22.6,0,28.8,71.2,33.3,16.7,9.5,31,9.5,9.5904,4.8096,2.736,8.928,2.736,23.7096,11.8904,6.764,22.072,6.764,19.44,5.56,66.7,0,33.3,1,"패스트푸드점","송정동"
"56D6494E4A","2024-07-01",4,6,5,5,5,0.7,3,79.4,20.6,0,46.6533,53.2467,18.9,29.7,13.5,24.3,13.5,8.8263,13.8699,6.3045,11.3481,6.3045,10.0737,15.8301,7.1955,12.9519,7.1955,16.67,3.33,100,0,0,1,"패스트푸드점","송정동"
"57B4E2F996","2024-05-01",3,5,5,5,4,5.7,7.4,64.5,17.5,1,76.923,22.977,16.4,21.9,8.2,34.2,19.2,12.628,16.863,6.314,26.334,14.784,3.772,5.037,1.886,7.866,4.416,22.67,6.67,33.3,33.3,33.3,1,"한식음식점","왕십리도선동"
"57B4E2F996","2023-10-01",3,5,5,5,2,11,4.7,65.7,17,1,69.9699,30.1301,23,11.5,9.8,32.8,23,16.077,8.0385,6.8502,22.9272,16.077,6.923,3.4615,2.9498,9.8728,6.923,22.95,4.92,50,0,50,1,"한식음식점","왕십리도선동"
"5AFF1D97F2","2024-06-01",5,3,3,3,4,82.7,166.5,26.8,17.3,0,68,32,33,38.3,12.4,10,6.3,22.44,26.044,8.432,6.8,4.284,10.56,12.256,3.968,3.2,2.016,37.3,6.67,48.5,8.2,43.3,1,"한식음식점","왕십리제2동"
"5AFF1D97F2","2024-04-01",6,3,2,2,4,104.9,219.1,32.4,17.5,0,68.6686,31.4314,33.8,37.6,12.3,10.4,6,23.1868,25.7936,8.4378,7.1344,4.116,10.6132,11.8064,3.8622,3.2656,1.884,36.99,12.47,41.8,8.2,50,1,"한식음식점","왕십리제2동"
"5AFF1D97F2","2024-01-01",6,3,2,3,4,113.6,220.1,47.2,17.5,0,70.2702,29.8298,38,34.9,12.3,8,6.9,26.676,24.4998,8.6346,5.616,4.8438,11.324,10.4002,3.6654,2.384,2.0562,29.11,21.92,51,12,37,1,"한식음식점","왕십리제2동"
"5AFF1D97F2","2023-10-01",6,6,6,6,6,0,0,90.4,20.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"한식음식점","왕십리제2동"
"61472439B5","2024-05-01",3,6,6,6,6,0,0,97,17.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"커피-음료","성수2가제3동"
"61574AF3E1","2023-10-01",5,4,3,3,5,61.4,51.4,37.8,14.3,0,74.8,25.2,38.2,32,13.8,12.5,3.5,28.5736,23.936,10.3224,9.35,2.618,9.6264,8.064,3.4776,3.15,0.882,30.28,11.36,31,15.5,53.4,1,"커피-음료","용답동"
"61574AF3E1","2024-05-01",4,4,3,3,5,69,60.8,36.2,14.5,0,68.4,31.6,37.5,37.5,8.5,12.9,3.6,25.65,25.65,5.814,8.8236,2.4624,11.85,11.85,2.686,4.0764,1.1376,30.34,14.25,31.3,15.7,53,1,"커피-음료","용답동"
"61574AF3E1","2023-11-01",5,4,3,4,5,51.7,44.4,36.1,14.1,0,75,25,38.6,33.6,11.9,12.4,3.5,28.95,25.2,8.925,9.3,2.625,9.65,8.4,2.975,3.1,0.875,31.61,5.48,25.6,20.5,53.8,1,"커피-음료","용답동"
"61574AF3E1","2024-02-01",5,4,3,4,4,50.9,36.6,37.2,14.4,0,74.1,25.9,37.1,35.9,11,12.4,3.6,27.4911,26.6019,8.151,9.1884,2.6676,9.6089,9.2981,2.849,3.2116,0.9324,30.15,4,35.7,17.9,46.4,1,"커피-음료","용답동"
"61A7EE0050","2024-09-01",3,3,4,4,2,180.9,35.7,14.6,7.3,1,42.9429,57.1571,5.3,3.9,6.6,13.2,71.1,2.2737,1.6731,2.8314,5.6628,30.5019,3.0263,2.2269,3.7686,7.5372,40.5981,25.35,28.17,62.5,4.2,33.3,1,"제과점","금호2.3가동"
"64477AD191","2023-02-01",3,4,2,3,5,45.6,240.2,34.4,15.5,0,62.3,37.7,22.9,23.6,20,21.6,11.9,14.2667,14.7028,12.46,13.4568,7.4137,8.6333,8.8972,7.54,8.1432,4.4863,27.69,4.96,21.3,16.9,61.8,1,"커피-음료","왕십리도선동"
"64477AD191","2023-09-01",3,4,2,3,5,54.8,303.5,35.6,17,0,61.8,38.2,23.8,24.9,19.1,19.2,13,14.7084,15.3882,11.8038,11.8656,8.034,9.0916,9.5118,7.2962,7.3344,4.966,26,6.64,16.7,25,58.3,1,"커피-음료","왕십리도선동"
"67A793BE25","2023-10-01",4,2,2,1,4,197.2,425.2,7.3,19.3,0,25.6,74.4,54.7,28.5,6.4,8.3,2.1,14.0032,7.296,1.6384,2.1248,0.5376,40.6968,21.204,4.7616,6.1752,1.5624,16.47,7.18,12.7,17.2,70.1,1,"양식음식점","성수1가제2동"
"67A793BE25","2024-09-01",4,2,2,2,4,180,373.8,9.2,19.7,0,27.3,72.7,46.9,33.2,8.5,8.8,2.6,12.8037,9.0636,2.3205,2.4024,0.7098,34.0963,24.1364,6.1795,6.3976,1.8902,16.46,7.19,15.9,13.9,70.1,1,"양식음식점","성수1가제2동"
"6947245C66","2023-09-01",6,5,4,4,4,13,33.5,76.3,20.8,0,46.4464,53.6536,5.3,28.1,28.1,29.8,8.8,2.4592,13.0384,13.0384,13.8272,4.0832,2.8408,15.0616,15.0616,15.9728,4.7168,21.57,25.49,73.3,0,26.7,1,"분식전문점","행당제1동"
"6947245C66","2024-11-01",5,5,4,4,4,18.2,17.2,63.9,15.4,0,42.2,57.8,6.4,18.7,25.7,32.2,17,2.7008,7.8914,10.8454,13.5884,7.174,3.6992,10.8086,14.8546,18.6116,9.826,16.22,9.46,64.7,0,35.3,1,"분식전문점","행당제1동"
"6947245C66","2024-01-01",5,5,4,4,4,22.8,20.4,67.1,16.6,0,43.7,56.3,6.4,23.4,26.2,30.5,13.5,2.7968,10.2258,11.4494,13.3285,5.8995,3.6032,13.1742,14.7506,17.1715,7.6005,17.65,12.61,77.3,0,22.7,1,"분식전문점","행당제1동"
"69C015926E","2024-02-01",4,2,2,2,4,202.1,293.1,16.4,17.5,1,49.3,50.7,33.8,36.7,16,9.7,3.8,16.6634,18.0931,7.888,4.7821,1.8734,17.1366,18.6069,8.112,4.9179,1.9266,29.38,7.95,11.5,47.1,41.3,1,"한식음식점","성수2가제1동"
"69C015926E","2024-01-01",4,2,2,2,4,199,291.6,17.3,17.5,1,49.7,50.3,33.4,35.9,16.5,10.1,4.1,16.5998,17.8423,8.2005,5.0197,2.0377,16.8002,18.0577,8.2995,5.0803,2.0623,27.98,10.09,10.4,47,42.6,1,"한식음식점","성수2가제1동"
"6A2D56434E","2023-06-01",3,3,3,3,3,299.8,253.4,1.9,15.9,0,66.6,33.4,62.3,21.2,7,7.4,2.1,41.4918,14.1192,4.662,4.9284,1.3986,20.8082,7.0808,2.338,2.4716,0.7014,10.82,7.06,32.4,10.5,57.1,0,"치킨전문점","사근동"
"6A2D56434E","2023-09-01",6,3,4,4,3,161.1,97.3,2.6,16.2,0,67.1328,32.7672,61.3,21.7,7.3,7.2,2.4,41.1936,14.5824,4.9056,4.8384,1.6128,20.1064,7.1176,2.3944,2.3616,0.7872,10.31,2.97,27,8.1,64.9,0,"치킨전문점","사근동"
"6ED7CA8900","2023-10-01",5,6,6,6,6,0,0,64.6,19.3,1,27,73,45.7,42.9,5.7,5.7,0,12.339,11.583,1.539,1.539,0,33.361,31.317,4.161,4.161,0,0,0,NA,NA,NA,1,"양식음식점","성수1가제1동"
"6ED7CA8900","2023-05-01",6,4,5,5,2,17.6,7.5,65.6,20,1,26.026,74.074,46.9,43.8,3.1,6.3,0,12.194,11.388,0.806,1.638,0,34.706,32.412,2.294,4.662,0,0,17.14,0,0,100,1,"양식음식점","성수1가제1동"
"701E62EE56","2024-03-01",4,2,3,3,3,190,225.8,9.4,19.2,0,45.3,54.7,58.4,21,8,10,2.6,26.4552,9.513,3.624,4.53,1.1778,31.9448,11.487,4.376,5.47,1.4222,13.53,7.51,31,6,62.9,1,"한식음식점","사근동"
"701E62EE56","2024-01-01",5,3,3,3,3,166.3,203.8,9.3,19.5,0,44.9,55.1,58.8,20.4,8,10.5,2.3,26.4012,9.1596,3.592,4.7145,1.0327,32.3988,11.2404,4.408,5.7855,1.2673,12.71,6.47,24.2,6.1,69.7,1,"한식음식점","사근동"
"701E62EE56","2023-08-01",5,3,3,3,3,135.7,151.4,9,21.2,0,45.7542,54.1458,60.2,19.7,7.9,9.9,2.2,27.5716,9.0226,3.6182,4.5342,1.0076,32.6284,10.6774,4.2818,5.3658,1.1924,11.56,5.03,25,7.1,67.9,1,"한식음식점","사근동"
"701E62EE56","2023-12-01",5,2,3,2,3,176.7,275.5,9.2,19.3,0,45.3,54.7,59.5,20.1,7.8,10.5,2.1,26.9535,9.1053,3.5334,4.7565,0.9513,32.5465,10.9947,4.2666,5.7435,1.1487,12.71,7.92,27.9,6.6,65.4,1,"한식음식점","사근동"
"701E62EE56","2024-06-01",4,3,3,3,3,127.9,156.8,9.9,18.9,0,44.3,55.7,57,20.5,8.6,11,2.9,25.251,9.0815,3.8098,4.873,1.2847,31.749,11.4185,4.7902,6.127,1.6153,13.79,5.58,25.3,4.8,69.9,1,"한식음식점","사근동"
"701E62EE56","2023-05-01",5,2,3,3,3,157.8,200,8.8,22.7,0,46.6466,53.4534,61.6,19,7.7,9.2,2.6,28.7056,8.854,3.5882,4.2872,1.2116,32.8944,10.146,4.1118,4.9128,1.3884,11.42,6.51,26.1,5.2,68.7,1,"한식음식점","사근동"
"701E62EE56","2023-07-01",5,3,3,3,3,143.1,193.9,9,21.7,0,46.2462,53.8538,61.4,18.9,7.9,9.5,2.4,28.3668,8.7318,3.6498,4.389,1.1088,33.0332,10.1682,4.2502,5.111,1.2912,11.77,6.86,31.4,4.8,63.8,1,"한식음식점","사근동"
"701E62EE56","2024-09-01",4,3,3,3,3,123.6,153.8,10.3,18.9,0,45.4,54.6,58,19.6,8.6,10.7,3.1,26.332,8.8984,3.9044,4.8578,1.4074,31.668,10.7016,4.6956,5.8422,1.6926,14.47,5.42,29.3,8,62.7,1,"한식음식점","사근동"
"701E62EE56","2024-11-01",4,3,3,3,3,141.4,166.1,11,18.7,0,45.4,54.6,55.4,20.7,9.3,11.1,3.5,25.1516,9.3978,4.2222,5.0394,1.589,30.2484,11.3022,5.0778,6.0606,1.911,12.93,6.32,32.5,5.2,62.3,1,"한식음식점","사근동"
"701E62EE56","2024-12-01",4,3,3,3,3,101.6,122.4,14.5,16.2,0,45.4,54.6,54.5,20.7,9,12.1,3.7,24.743,9.3978,4.086,5.4934,1.6798,29.757,11.3022,4.914,6.6066,2.0202,13.32,5.52,38,2.5,59.5,1,"한식음식점","사근동"
"701E62EE56","2023-02-01",5,3,3,3,3,169.5,215.6,11.3,20.2,0,47.6523,52.2477,62,18.1,8.6,8.4,2.8,29.574,8.6337,4.1022,4.0068,1.3356,32.426,9.4663,4.4978,4.3932,1.4644,10.33,7.94,23.6,5.5,70.9,1,"한식음식점","사근동"
"73583653A0","2024-06-01",3,3,2,2,5,248.2,315.5,7,15.7,0,61.9,38.1,20.3,31,22.2,18.8,7.7,12.5657,19.189,13.7418,11.6372,4.7663,7.7343,11.811,8.4582,7.1628,2.9337,36.8,5.95,32.4,36.1,31.5,1,"분식전문점","성수1가제2동"
"73583653A0","2023-02-01",3,3,1,1,5,307.2,440.3,5.4,9.3,0,57.5,42.5,24,30,21.2,16.9,7.9,13.8,17.25,12.19,9.7175,4.5425,10.2,12.75,9.01,7.1825,3.3575,44.38,5.79,30.2,36.2,33.6,1,"분식전문점","성수1가제2동"
"73583653A0","2023-11-01",3,3,1,1,5,243,301.2,6,16.9,0,61.6,38.4,22.3,31.4,21.8,17.3,7.2,13.7368,19.3424,13.4288,10.6568,4.4352,8.5632,12.0576,8.3712,6.6432,2.7648,41.65,5.85,36.3,30.1,33.6,1,"분식전문점","성수1가제2동"
"73583653A0","2024-07-01",3,3,1,1,5,280.7,370.7,6.9,15.9,0,62.1,37.9,20,30.9,22,19.3,7.8,12.42,19.1889,13.662,11.9853,4.8438,7.58,11.7111,8.338,7.3147,2.9562,36.88,6.6,30.7,39,30.3,1,"분식전문점","성수1가제2동"
"73583653A0","2024-03-01",3,3,1,1,5,257.1,343,6.6,16.1,0,61.1611,38.9389,21.2,31.5,22.2,17.7,7.5,12.9532,19.2465,13.5642,10.8147,4.5825,8.2468,12.2535,8.6358,6.8853,2.9175,38.33,7.53,30.9,30.9,38.2,1,"분식전문점","성수1가제2동"
"7A3C729CA2","2024-12-01",6,2,3,3,2,113.4,90.7,30,18.6,1,55.4554,44.6446,49.4,31.7,8.1,9,1.9,27.3676,17.5618,4.4874,4.986,1.0526,22.0324,14.1382,3.6126,4.014,0.8474,7.84,12.64,26.2,4.6,69.2,1,"일식음식점","사근동"
"7E63F9E0CF","2024-07-01",5,5,4,4,5,12.8,10.7,58.9,14.2,1,26.973,72.927,37,39,8.2,12.1,3.6,9.99,10.53,2.214,3.267,0.972,27.01,28.47,5.986,8.833,2.628,21.03,7.24,19,28.6,52.4,1,"커피-음료","성수1가제2동"
"7E63F9E0CF","2024-06-01",5,5,4,4,5,19.9,16.5,60,14.2,1,28.3283,71.7717,36.3,38.7,8.5,12.7,3.9,10.2729,10.9521,2.4055,3.5941,1.1037,26.0271,27.7479,6.0945,9.1059,2.7963,21.56,8.92,17.9,35.7,46.4,1,"커피-음료","성수1가제2동"
"7E63F9E0CF","2024-02-01",6,5,4,4,5,9.9,7.7,69.8,14.4,1,31.5315,68.5685,38.4,34.3,7.6,15.1,4.7,12.096,10.8045,2.394,4.7565,1.4805,26.304,23.4955,5.206,10.3435,3.2195,19.88,7.83,15.4,30.8,53.8,1,"커피-음료","성수1가제2동"
"81109044D7","2023-11-01",4,4,3,4,4,41.3,119.6,32.9,19.4,1,33.1,66.9,3.9,21.9,28.6,27.6,18,1.2909,7.2489,9.4666,9.1356,5.958,2.6091,14.6511,19.1334,18.4644,12.042,49.6,5.6,74.4,7.7,17.9,1,"한식음식점","행당제1동"
"81E3DAF03B","2023-06-01",3,6,6,6,6,0,0,98.1,16.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"한식음식점","성수2가제1동"
"868FFBF701","2024-02-01",5,2,3,2,3,165.3,226,11.6,18.6,0,46.6,53.4,18.9,24.9,21.6,20.5,14.1,8.8074,11.6034,10.0656,9.553,6.5706,10.0926,13.2966,11.5344,10.947,7.5294,22.79,6.32,41.7,9.6,48.7,1,"일식음식점","왕십리도선동"
"868FFBF701","2024-05-01",5,2,2,2,3,156.2,208.3,12.7,18.8,0,45,55,18.8,26.6,19.8,20,14.8,8.46,11.97,8.91,9,6.66,10.34,14.63,10.89,11,8.14,22.98,7.14,37.5,7,55.5,1,"일식음식점","왕십리도선동"
"868FFBF701","2024-04-01",5,2,2,2,3,161.3,220.3,12.7,18.9,0,45.8,54.2,19.3,26,20.6,19.8,14.3,8.8394,11.908,9.4348,9.0684,6.5494,10.4606,14.092,11.1652,10.7316,7.7506,23.24,8.58,34.6,12,53.4,1,"일식음식점","왕십리도선동"
"868FFBF701","2024-07-01",5,2,3,3,3,132.2,190.8,13.2,18.5,0,45.5,54.5,17,27.9,19.1,20.1,15.9,7.735,12.6945,8.6905,9.1455,7.2345,9.265,15.2055,10.4095,10.9545,8.6655,24,6.02,39,8.5,52.5,1,"일식음식점","왕십리도선동"
"868FFBF701","2024-09-01",5,2,3,3,3,142.6,197.8,13.5,18.2,0,46.3463,53.7537,16.3,27.5,19.6,20.2,16.5,7.5469,12.7325,9.0748,9.3526,7.6395,8.7531,14.7675,10.5252,10.8474,8.8605,22.85,5.94,37.4,9.6,53,1,"일식음식점","왕십리도선동"
"868FFBF701","2024-12-01",4,3,3,3,3,54.8,88,16.2,18.6,0,48.5,51.5,15.1,28.7,20.3,19.6,16.3,7.3235,13.9195,9.8455,9.506,7.9055,7.7765,14.7805,10.4545,10.094,8.3945,21.81,3.7,31.5,7.4,61.1,1,"일식음식점","왕십리도선동"
"868FFBF701","2023-11-01",5,2,3,3,3,136.8,171.1,16.7,18,0,46.953,52.947,19.6,23.4,22.4,20.4,14.1,9.212,10.998,10.528,9.588,6.627,10.388,12.402,11.872,10.812,7.473,21.81,6.32,38.1,8.2,53.6,1,"일식음식점","왕십리도선동"
"868FFBF701","2023-10-01",5,2,3,2,3,144.4,199.5,19.1,18.8,0,48,52,19,23.7,22.8,20.6,13.9,9.12,11.376,10.944,9.888,6.672,9.88,12.324,11.856,10.712,7.228,20.65,9.98,44,7.2,48.8,1,"일식음식점","왕십리도선동"
"868FFBF701","2023-03-01",6,1,2,2,3,234.1,360.1,64.8,16.8,0,54.6546,45.4454,13.6,22.6,26.4,22.6,14.9,7.4256,12.3396,14.4144,12.3396,8.1354,6.1744,10.2604,11.9856,10.2604,6.7646,11.34,100,46,7.2,46.8,1,"일식음식점","왕십리도선동"
"8939E02566","2023-05-01",5,2,4,4,1,155.6,34.6,12.1,17.9,1,44.9449,55.1551,40.9,42.4,9.6,5.4,1.8,18.3641,19.0376,4.3104,2.4246,0.8082,22.5359,23.3624,5.2896,2.9754,0.9918,3.74,6.9,12.5,4.2,83.3,1,"일식음식점","성수1가제1동"
"8939E02566","2024-06-01",4,3,4,4,1,107.1,26.2,15.3,18.7,1,58.2,41.8,31.9,45.5,11.1,8.1,3.4,18.5658,26.481,6.4602,4.7142,1.9788,13.3342,19.019,4.6398,3.3858,1.4212,7.17,4.78,25,0,75,1,"일식음식점","성수1가제1동"
"8A5378CE22","2023-11-01",4,4,3,3,4,51.3,124.5,33,17.5,1,35.035,65.065,56.3,18.6,10.5,11.6,3.1,19.705,6.51,3.675,4.06,1.085,36.595,12.09,6.825,7.54,2.015,22.46,5.42,44.4,2.8,52.8,1,"커피-음료","사근동"
"8CA6B75925","2023-09-01",4,3,3,3,3,153.3,179.6,8.3,20.8,0,27.8721,72.0279,56.4,28.1,6.9,7.1,1.4,15.7356,7.8399,1.9251,1.9809,0.3906,40.6644,20.2601,4.9749,5.1191,1.0094,3.45,5.34,7.4,6.4,86.2,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2023-11-01",4,3,3,3,3,212.1,74.7,4.3,16.9,0,26.9,73.1,55.8,28.3,7.8,6.3,1.8,15.0102,7.6127,2.0982,1.6947,0.4842,40.7898,20.6873,5.7018,4.6053,1.3158,2.97,5,7.3,8.5,84.1,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-01-01",4,3,3,3,3,201.5,78.8,4.9,16.6,0,26.1738,73.7262,56.3,26.9,8.4,6.6,1.7,14.7506,7.0478,2.2008,1.7292,0.4454,41.5494,19.8522,6.1992,4.8708,1.2546,2.95,5.35,10,11.3,78.8,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-04-01",4,3,3,3,3,265.9,97.6,6,16.1,0,25.8258,74.2742,55.8,27.4,8.3,6.6,2,14.3964,7.0692,2.1414,1.7028,0.516,41.4036,20.3308,6.1586,4.8972,1.484,3.59,8.37,6.7,5.7,87.6,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-05-01",4,3,3,3,3,201.4,67.9,6.5,15.9,0,25.8,74.2,55.4,27.8,8.7,6.4,1.7,14.2932,7.1724,2.2446,1.6512,0.4386,41.1068,20.6276,6.4554,4.7488,1.2614,3.47,6.26,5.4,6.8,87.8,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-06-01",4,3,3,3,3,197.5,79.8,6.9,15.7,0,25,75,55.1,27.2,9.2,6.7,1.8,13.775,6.8,2.3,1.675,0.45,41.325,20.4,6.9,5.025,1.35,3.5,6.83,8.8,12.5,78.8,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-07-01",4,3,3,3,3,192,59.8,7.2,15.9,0,25.9,74.1,56.1,26.7,8.8,6.7,1.7,14.5299,6.9153,2.2792,1.7353,0.4403,41.5701,19.7847,6.5208,4.9647,1.2597,3.46,5.38,4.9,11.5,83.6,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-08-01",4,3,3,3,3,188.8,65.3,7.6,15.7,0,25.6,74.4,55.7,27.3,8.7,6.6,1.7,14.2592,6.9888,2.2272,1.6896,0.4352,41.4408,20.3112,6.4728,4.9104,1.2648,3.54,6.42,4.5,12.1,83.3,1,"호프-간이주점","성수1가제2동"
"8CA6B75925","2024-10-01",4,3,3,3,3,151.9,52.8,8.8,15.5,0,26.2737,73.6263,56.2,26.7,8.3,6.8,1.9,14.7806,7.0221,2.1829,1.7884,0.4997,41.4194,19.6779,6.1171,5.0116,1.4003,3.18,6.25,6.6,11.5,82,1,"호프-간이주점","성수1가제2동"
"8D7C69A199","2023-04-01",6,6,6,6,6,0,0,51.9,11.4,1,47,53,45.8,29.6,13.7,7.1,3.8,21.526,13.912,6.439,3.337,1.786,24.274,15.688,7.261,3.763,2.014,18.84,0,NA,NA,NA,1,"커피-음료","성수2가제3동"
"8DD2137D28","2024-07-01",4,4,5,5,1,36,14.4,22.1,19.1,1,55.5,44.5,28.7,43.4,10.7,11.5,5.7,15.9285,24.087,5.9385,6.3825,3.1635,12.7715,19.313,4.7615,5.1175,2.5365,4.29,5,0,12.5,87.5,1,"호프-간이주점","성수2가제3동"
"9042A5401C","2024-02-01",3,4,3,4,4,66,39.7,37.2,14.4,0,54.8451,45.0549,23.6,38.1,18.4,14.4,5.4,12.9564,20.9169,10.1016,7.9056,2.9646,10.6436,17.1831,8.2984,6.4944,2.4354,30.85,7.71,21.7,26.1,52.2,1,"커피-음료","용답동"
"9042A5401C","2024-10-01",3,4,3,4,4,39.2,26.4,38.6,14.2,0,54.4544,45.6456,23.9,42.9,15,13.4,4.9,13.0016,23.3376,8.16,7.2896,2.6656,10.8984,19.5624,6.84,6.1104,2.2344,27.23,7.33,17.5,15,67.5,1,"커피-음료","용답동"
"9042A5401C","2023-09-01",3,4,4,4,5,18.8,49.5,35,12,0,52.8,47.2,21.1,40,18.1,14.7,6.1,11.1408,21.12,9.5568,7.7616,3.2208,9.9592,18.88,8.5432,6.9384,2.8792,33.33,6.74,16.7,11.1,72.2,1,"커피-음료","용답동"
"999B6B5297","2024-09-01",5,4,3,3,4,80.1,91.4,33.4,15.7,0,44.8,55.2,5.9,25.6,35.3,22.4,10.8,2.6432,11.4688,15.8144,10.0352,4.8384,3.2568,14.1312,19.4856,12.3648,5.9616,36.48,7.79,75.7,2.9,21.4,1,"분식전문점","행당제1동"
"999B6B5297","2024-06-01",6,4,3,3,5,67.5,80.8,41.5,15.7,0,42.5,57.5,6.1,25.8,36.3,21.9,9.9,2.5925,10.965,15.4275,9.3075,4.2075,3.5075,14.835,20.8725,12.5925,5.6925,36.34,10.57,73.8,1.6,24.6,1,"분식전문점","행당제1동"
"9D2E924E3E","2023-03-01",3,4,3,3,4,44.1,60.6,49.2,15.9,0,48,52,20.9,27.7,26.2,19.8,5.4,10.032,13.296,12.576,9.504,2.592,10.868,14.404,13.624,10.296,2.808,27.02,9.68,52.8,27.8,19.4,0,"양식음식점","행당제1동"
"9D2E924E3E","2024-09-01",3,4,4,4,4,23.4,38.9,54.9,15.9,0,49.4,50.6,19.4,19.6,26.8,25.5,8.7,9.5836,9.6824,13.2392,12.597,4.2978,9.8164,9.9176,13.5608,12.903,4.4022,25.71,4.95,59.5,10.8,29.7,0,"양식음식점","행당제1동"
"A0EB1A75A7","2023-02-01",4,6,6,6,6,0,0,12.5,15.5,1,33.3,66.7,45.9,34.6,10.9,7.2,1.4,15.2847,11.5218,3.6297,2.3976,0.4662,30.6153,23.0782,7.2703,4.8024,0.9338,15.95,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"A0EB1A75A7","2023-08-01",4,6,6,6,6,0,0,63.1,17,1,38.6,61.4,40.9,36.9,9.4,9.4,3.4,15.7874,14.2434,3.6284,3.6284,1.3124,25.1126,22.6566,5.7716,5.7716,2.0876,9.93,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"A0EB1A75A7","2024-07-01",6,5,5,5,4,6.3,12.8,87.7,17.3,1,45.4,54.6,40,40,10,10,0,18.16,18.16,4.54,4.54,0,21.84,21.84,5.46,5.46,0,0,100,10,10,80,1,"한식음식점","성수2가제1동"
"A1886B3C8E","2024-05-01",4,4,2,3,5,87.1,78.4,25.2,14.5,0,52.7472,47.1528,25,38.3,16.6,16.8,3.2,13.2,20.2224,8.7648,8.8704,1.6896,11.8,18.0776,7.8352,7.9296,1.5104,39.06,7.9,37.3,27.3,35.5,1,"커피-음료","용답동"
"A1886B3C8E","2023-10-01",5,4,2,3,5,64.4,68.3,33.3,14.3,0,50.8,49.2,29.7,37.3,14.9,15.2,2.9,15.0876,18.9484,7.5692,7.7216,1.4732,14.6124,18.3516,7.3308,7.4784,1.4268,37.32,7.61,25.6,18.6,55.8,1,"커피-음료","용답동"
"A1886B3C8E","2023-04-01",5,4,3,3,5,51.5,56.1,43.2,11.4,0,45.6,54.4,27.2,38.3,16.1,16.6,1.8,12.4032,17.4648,7.3416,7.5696,0.8208,14.7968,20.8352,8.7584,9.0304,0.9792,36.12,9.43,16.9,13.8,69.2,1,"커피-음료","용답동"
